record_id,merchant,category,rail,bank,gateway,gross_amount,fee_amount,bank_amount,gateway_amount,bank_date,gateway_date,bank_ref,gateway_ref,bank_desc,gateway_desc,status,anomaly_flag,anomaly_category
TXN-10K-06023,Dunzo Quick Commerce,E-Commerce,UPI,ICICI,Stripe,989.77,2.34,989.77,987.43,2026-09-02 12:01:00,2026-09-02 12:01:00,REF-DNZ4336417,PO-DNZ4336417,UPI CR-DNZ4336417-STRIPE-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ4336417,matched,False,matched_clean
TXN-10K-06024,Cleartrip Flights & Hotels,Travel,NEFT/RTGS,ICICI,PayU,346924.31,0.0,346924.31,346924.31,2026-08-19 21:36:00,2026-08-19 21:36:00,REF-CLRT5447478,PO-CLRT5447478,NEFT/RTGS CR-CLRT5447478-PAYU-TREASURY SWEEP-Cleartrip Flights & Hotels,Corporate treasury gross settlement CLRT5447478,matched,False,matched_clean
TXN-10K-06025,Nykaa Cosmetics D2C,D2C,NetBanking,SBI,Cashfree,170760.06,4022.49,170760.06,166692.1,2026-08-30 02:42:00,2026-08-30 02:42:00,REF-NYK9292785,PO-NYK9292785,NB CR-NYK9292785-CASHFREE-DIRECT DISBURSE-Nykaa Cosmetics D2C,Internet banking settlement net of fee NYK9292785,flagged,True,fee_deduction
TXN-10K-06026,Infosys Contractor Payroll,Enterprise,Credit Card,AXIS,Razorpay,2951.2,63.19,2951.2,2888.01,2026-08-27 04:02:00,2026-08-27 04:02:00,REF-INFY7500931,PO-INFY7500931,CARD SETTLE-INFY7500931-RAZORPAY-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY7500931,matched,False,matched_clean
TXN-10K-06027,Zerodha Securities Payout,FinTech,Credit Card,ICICI,Razorpay,28942.92,657.94,28942.92,28284.98,2026-08-15 01:07:00,2026-08-15 01:07:00,REF-ZRD8198625,PO-ZRD8198625,CARD SETTLE-ZRD8198625-RAZORPAY-POS DISBURSE-Zerodha Securities Payout,Card settlement net of gateway interchange ZRD8198625,matched,False,matched_clean
TXN-10K-06028,Cleartrip Flights & Hotels,Travel,UPI,ICICI,PayU,12359.53,29.17,12359.53,12330.36,2026-08-09 19:49:00,2026-08-13 19:49:00,REF-CLRT4427662,PO-CLRT4427662,UPI CR-CLRT4427662-PAYU-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT4427662,flagged,True,settlement_lag
TXN-10K-06029,Infosys Contractor Payroll,Enterprise,Credit Card,KOTAK,PayU,45487.98,871.34,45487.98,44616.64,2026-08-13 02:04:00,2026-08-13 02:04:00,REF-INFY2286849,PO-INFY2286849,CARD SETTLE-INFY2286849-PAYU-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY2286849,matched,False,matched_clean
TXN-10K-06030,Cleartrip Flights & Hotels,Travel,UPI,AXIS,Stripe,13729.5,32.4,13729.5,13697.1,2026-08-08 21:28:00,2026-08-08 21:28:00,REF-CLRT8286799,PO-CLRT8286799,UPI CR-CLRT8286799-STRIPE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT8286799,matched,False,matched_clean
TXN-10K-06031,Dunzo Quick Commerce,E-Commerce,UPI,ICICI,PayU,10684.33,25.22,10684.33,10659.11,2026-08-08 05:44:00,2026-08-08 05:44:00,REF-DNZ4351713,PO-DNZ4351713,UPI CR-DNZ4351713-PAYU-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ4351713,matched,False,matched_clean
TXN-10K-06032,Razorpay Capital Advances,Lending,UPI,ICICI,Cashfree,7386.04,17.43,7386.04,7301.11,2026-08-13 03:28:00,2026-08-13 03:28:00,REF-RZPC4080253,PO-RZPC4080253,UPI CR-RZPC4080253-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC4080253,flagged,True,fee_deduction
TXN-10K-06033,Dunzo Quick Commerce,E-Commerce,UPI,HDFC,Stripe,10502.66,24.79,10502.66,10477.87,2026-08-04 10:28:00,2026-08-04 10:28:00,REF-DNZ5452279,PO-DNZ5452279,UPI CR-DNZ5452279-STRIPE-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ5452279,matched,False,matched_clean
TXN-10K-06034,Dunzo Quick Commerce,E-Commerce,Credit Card,KOTAK,Razorpay,38124.47,826.42,38124.47,37298.05,2026-08-08 14:14:00,2026-08-08 14:14:00,REF-DNZ5892743,PO-DNZ5892743,CARD SETTLE-DNZ5892743-RAZORPAY-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ5892743,matched,False,matched_clean
TXN-10K-06035,Razorpay Capital Advances,Lending,Credit Card,AXIS,PayU,3119.18,70.59,3119.18,3048.59,2026-08-08 01:43:00,2026-08-08 01:43:00,REF-RZPC3843577,PO-RZPC3843577,CARD SETTLE-RZPC3843577-PAYU-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC3843577,matched,False,matched_clean
TXN-10K-06036,Swiggy Instamart Fleet,Quick Commerce,NetBanking,KOTAK,Stripe,88225.49,1864.65,88225.49,86289.66,2026-08-06 16:16:00,2026-08-06 16:16:00,REF-SWG9168141,PO-SWG9168141,NB CR-SWG9168141-STRIPE-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG9168141,flagged,True,fee_deduction
TXN-10K-06037,Zerodha Securities Payout,FinTech,UPI,KOTAK,Razorpay,9847.15,23.23,9847.15,9823.92,2026-08-26 01:53:00,2026-08-26 01:53:00,REF-ZRD2672152,PO-ZRD2672152,UPI CR-ZRD2672152-RAZORPAY-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD2672152,matched,False,matched_clean
TXN-10K-06038,Nykaa Cosmetics D2C,D2C,UPI,HDFC,Stripe,10867.76,25.65,10867.76,10842.11,2026-08-19 06:12:00,2026-08-19 06:12:00,REF-NYK8156247,PO-NYK8156247,UPI CR-NYK8156247-STRIPE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK8156247,matched,False,matched_clean
TXN-10K-06039,Postman API Cloud,SaaS,NetBanking,SBI,Razorpay,50915.27,1218.22,50915.27,49697.05,2026-08-24 22:45:00,2026-08-24 22:45:00,REF-POST5865896,PO-POST5865896,NB CR-POST5865896-RAZORPAY-DIRECT DISBURSE-Postman API Cloud,Internet banking settlement net of fee POST5865896,matched,False,matched_clean
TXN-10K-06040,Swiggy Instamart Fleet,Quick Commerce,UPI,ICICI,Cashfree,13204.24,31.16,13204.24,13100.46,2026-08-05 00:45:00,2026-08-05 00:45:00,REF-SWG7099829,PO-SWG7099829,UPI CR-SWG7099829-CASHFREE-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG7099829,flagged,True,fee_deduction
TXN-10K-06041,Swiggy Instamart Fleet,Quick Commerce,UPI,KOTAK,PayU,12976.44,30.62,12976.44,12945.82,2026-08-23 01:07:00,2026-08-23 01:07:00,REF-SWG6383506,PO-SWG6383506,UPI CR-SWG6383506-PAYU-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG6383506,matched,False,matched_clean
TXN-10K-06042,Cleartrip Flights & Hotels,Travel,NetBanking,SBI,Stripe,147058.25,2807.9,147058.25,144250.35,2026-08-11 15:18:00,2026-08-11 15:18:00,REF-CLRT8967629,PO-CLRT8967629,NB CR-CLRT8967629-STRIPE-DIRECT DISBURSE-Cleartrip Flights & Hotels,Internet banking settlement net of fee CLRT8967629,matched,False,matched_clean
TXN-10K-06043,Zerodha Securities Payout,FinTech,NEFT/RTGS,KOTAK,Cashfree,768975.89,0.0,768975.89,768975.89,2026-08-17 08:14:00,2026-08-17 08:14:00,REF-ZRD1224133,PO-ZRD1224133,NEFT/RTGS CR-ZRD1224133-CASHFREE-TREASURY SWEEP-Zerodha Securities Payout,Corporate treasury gross settlement ZRD1224133,matched,False,matched_clean
TXN-10K-06044,Nykaa Cosmetics D2C,D2C,UPI,KOTAK,Stripe,11756.93,27.74,11756.93,11729.19,2026-09-01 00:01:00,2026-09-01 00:01:00,REF-NYK3491595,PO-NYK3491595,UPI CR-NYK3491595-STRIPE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK3491595,matched,False,matched_clean
TXN-10K-06045,Razorpay Capital Advances,Lending,Credit Card,AXIS,PayU,42788.98,901.25,42788.98,41887.73,2026-08-29 19:54:00,2026-08-29 19:54:00,REF-RZPC2350417,PO-RZPC2350417,CARD SETTLE-RZPC2350417-PAYU-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC2350417,matched,False,matched_clean
TXN-10K-06046,Razorpay Capital Advances,Lending,UPI,AXIS,Stripe,7320.05,17.28,7320.05,7302.77,2026-08-20 09:26:00,2026-08-20 09:26:00,REF-RZPC1645120,PO-RZPC1645120,UPI CR-RZPC1645120-STRIPE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC1645120,matched,False,matched_clean
TXN-10K-06047,Infosys Contractor Payroll,Enterprise,Credit Card,ICICI,Stripe,54630.43,1207.39,54630.43,53423.04,2026-09-01 22:19:00,2026-09-01 22:19:00,REF-INFY5600689,PO-INFY5600689,CARD SETTLE-INFY5600689-STRIPE-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY5600689,matched,False,matched_clean
TXN-10K-06048,Freshworks SaaS Cloud,SaaS,UPI,SBI,Cashfree,526.87,1.24,526.87,525.63,2026-08-13 05:18:00,2026-08-17 05:18:00,REF-FRSH2339459,PO-FRSH2339459,UPI CR-FRSH2339459-CASHFREE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH2339459,flagged,True,settlement_lag
TXN-10K-06049,Nykaa Cosmetics D2C,D2C,UPI,AXIS,Cashfree,12457.1,29.39,12457.1,12427.71,2026-09-03 18:35:00,2026-09-03 18:35:00,REF-NYK6045788,PO-NYK6045788,UPI CR-NYK6045788-CASHFREE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK6045788,matched,False,matched_clean
TXN-10K-06050,Zerodha Securities Payout,FinTech,Debit Card,KOTAK,Stripe,40885.43,963.14,40885.43,39922.29,2026-08-21 22:42:00,2026-08-21 22:42:00,REF-ZRD1569511,PO-ZRD1569511,DEBIT CR-ZRD1569511-STRIPE-SETTLEMENT-Zerodha Securities Payout,Debit collection clearance sweep ZRD1569511,matched,False,matched_clean
TXN-10K-06051,Swiggy Instamart Fleet,Quick Commerce,NetBanking,ICICI,Cashfree,19351.38,443.97,19351.38,18907.41,2026-09-01 19:14:00,2026-09-01 19:14:00,REF-SWG9574168,PO-SWG9574168,NB CR-SWG9574168-CASHFREE-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG9574168,matched,False,matched_clean
TXN-10K-06052,Swiggy Instamart Fleet,Quick Commerce,UPI,ICICI,Razorpay,3909.81,9.23,3909.81,3900.58,2026-08-04 01:11:00,2026-08-04 01:11:00,REF-SWG1100196,PO-SWG1100196,UPI CR-SWG1100196-RAZORPAY-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG1100196,matched,False,matched_clean
TXN-10K-06053,Zerodha Securities Payout,FinTech,Credit Card,ICICI,Cashfree,8942.22,164.22,8942.22,8778.0,2026-08-25 05:41:00,2026-08-25 05:41:00,REF-ZRD4212183,PO-ZRD4212183,CARD SETTLE-ZRD4212183-CASHFREE-POS DISBURSE-Zerodha Securities Payout,Card settlement net of gateway interchange ZRD4212183,matched,False,matched_clean
TXN-10K-06054,Freshworks SaaS Cloud,SaaS,UPI,HDFC,Cashfree,3134.58,7.4,3134.58,3127.18,2026-08-05 17:33:00,2026-08-05 17:33:00,REF-FRSH8497012,PO-FRSH8497012,UPI CR-FRSH8497012-CASHFREE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH8497012,matched,False,matched_clean
TXN-10K-06055,Razorpay Capital Advances,Lending,UPI,HDFC,Stripe,894.63,2.11,894.63,892.52,2026-09-05 05:46:00,2026-09-05 05:46:00,REF-RZPC9159424,PO-RZPC9159424,UPI CR-RZPC9159424-STRIPE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC9159424,matched,False,matched_clean
TXN-10K-06056,Nykaa Cosmetics D2C,D2C,UPI,KOTAK,Cashfree,7170.26,16.92,7170.26,7093.63,2026-09-01 03:23:00,2026-09-01 03:23:00,REF-NYK9581126,PO-NYK9581126,UPI CR-NYK9581126-CASHFREE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK9581126,flagged,True,fee_deduction
TXN-10K-06057,Razorpay Capital Advances,Lending,Credit Card,KOTAK,Razorpay,25556.24,569.22,25556.24,24987.02,2026-08-08 04:36:00,2026-08-08 04:36:00,REF-RZPC9512372,PO-RZPC9512372,CARD SETTLE-RZPC9512372-RAZORPAY-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC9512372,matched,False,matched_clean
TXN-10K-06058,Zerodha Securities Payout,FinTech,Debit Card,AXIS,Stripe,7362.04,148.15,7362.04,7213.89,2026-08-30 02:22:00,2026-08-30 02:22:00,REF-ZRD6418044,PO-ZRD6418044,DEBIT CR-ZRD6418044-STRIPE-SETTLEMENT-Zerodha Securities Payout,Debit collection clearance sweep ZRD6418044,matched,False,matched_clean
TXN-10K-06059,Infosys Contractor Payroll,Enterprise,UPI,AXIS,Razorpay,7885.6,18.61,7885.6,7866.99,2026-08-22 20:34:00,2026-08-22 20:34:00,REF-INFY9514732,PO-INFY9514732,UPI CR-INFY9514732-RAZORPAY-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY9514732,matched,False,matched_clean
TXN-10K-06060,Zerodha Securities Payout,FinTech,NetBanking,KOTAK,Cashfree,54626.02,1285.44,54626.02,53340.58,2026-08-15 14:41:00,2026-08-15 14:41:00,REF-ZRD8824996,PO-ZRD8824996,NB CR-ZRD8824996-CASHFREE-DIRECT DISBURSE-Zerodha Securities Payout,Internet banking settlement net of fee ZRD8824996,matched,False,matched_clean
TXN-10K-06061,Freshworks SaaS Cloud,SaaS,UPI,SBI,PayU,7170.83,16.92,7170.83,7153.91,2026-08-04 11:52:00,2026-08-04 11:52:00,REF-FRSH6776103,PO-FRSH6776103,UPI CR-FRSH6776103-PAYU-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH6776103,matched,False,matched_clean
TXN-10K-06062,Razorpay Capital Advances,Lending,UPI,ICICI,PayU,11382.73,26.87,11382.73,11327.65,2026-09-04 11:46:00,2026-09-04 11:46:00,REF-RZPC1953577,PO-RZPC1953577,UPI CR-RZPC1953577-PAYU-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC1953577,flagged,True,fee_deduction
TXN-10K-06063,Swiggy Instamart Fleet,Quick Commerce,UPI,ICICI,Razorpay,4987.14,11.76,4987.14,4975.38,2026-08-26 17:07:00,2026-08-26 17:07:00,REF-SWG2710237,PO-SWG2710237,UPI CR-SWG2710237-RAZORPAY-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG2710237,matched,False,matched_clean
TXN-10K-06064,Zerodha Securities Payout,FinTech,UPI,AXIS,Razorpay,10340.51,24.4,10340.51,10276.04,2026-08-21 04:15:00,2026-08-21 04:15:00,REF-ZRD4371731,PO-ZRD4371731,UPI CR-ZRD4371731-RAZORPAY-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD4371731,flagged,True,fee_deduction
TXN-10K-06065,Nykaa Cosmetics D2C,D2C,Credit Card,SBI,Stripe,16081.58,319.64,16081.58,15761.94,2026-08-15 16:44:00,2026-08-15 16:44:00,REF-NYK2491457,PO-NYK2491457,CARD SETTLE-NYK2491457-STRIPE-POS DISBURSE-Nykaa Cosmetics D2C,Card settlement net of gateway interchange NYK2491457,matched,False,matched_clean
TXN-10K-06066,Cleartrip Flights & Hotels,Travel,Credit Card,SBI,Cashfree,69911.28,1667.84,69911.28,68243.44,2026-08-12 02:07:00,2026-08-15 02:07:00,REF-CLRT3916847,PO-CLRT3916847,CARD SETTLE-CLRT3916847-CASHFREE-POS DISBURSE-Cleartrip Flights & Hotels,Card settlement net of gateway interchange CLRT3916847,flagged,True,settlement_lag
TXN-10K-06067,Razorpay Capital Advances,Lending,UPI,AXIS,Cashfree,7574.95,17.88,7574.95,7557.07,2026-08-30 08:49:00,2026-08-30 08:49:00,REF-RZPC2470805,PO-RZPC2470805,UPI CR-RZPC2470805-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC2470805,matched,False,matched_clean
TXN-10K-06068,Dunzo Quick Commerce,E-Commerce,NetBanking,HDFC,Stripe,168236.31,3262.97,168236.31,164973.34,2026-08-01 10:20:00,2026-08-01 10:20:00,REF-DNZ1328577,PO-DNZ1328577,NB CR-DNZ1328577-STRIPE-DIRECT DISBURSE-Dunzo Quick Commerce,Internet banking settlement net of fee DNZ1328577,matched,False,matched_clean
TXN-10K-06069,Razorpay Capital Advances,Lending,NetBanking,AXIS,PayU,86636.49,2123.85,86636.49,84512.64,2026-08-02 02:20:00,2026-08-02 02:20:00,REF-RZPC9580472,PO-RZPC9580472,NB CR-RZPC9580472-PAYU-DIRECT DISBURSE-Razorpay Capital Advances,Internet banking settlement net of fee RZPC9580472,matched,False,matched_clean
TXN-10K-06070,Zerodha Securities Payout,FinTech,UPI,KOTAK,Razorpay,14612.19,34.48,14612.19,14577.71,2026-09-02 08:42:00,2026-09-02 08:42:00,REF-ZRD9158107,PO-ZRD9158107,UPI CR-ZRD9158107-RAZORPAY-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD9158107,matched,False,matched_clean
TXN-10K-06071,Nykaa Cosmetics D2C,D2C,NetBanking,HDFC,Stripe,111559.91,2032.14,111559.91,109527.77,2026-08-19 14:31:00,2026-08-19 14:31:00,REF-NYK6947010,PO-NYK6947010,NB CR-NYK6947010-STRIPE-DIRECT DISBURSE-Nykaa Cosmetics D2C,Internet banking settlement net of fee NYK6947010,matched,False,matched_clean
TXN-10K-06072,Cleartrip Flights & Hotels,Travel,UPI,KOTAK,Razorpay,3139.7,7.41,3139.7,3132.29,2026-08-14 00:34:00,2026-08-14 00:34:00,REF-CLRT6497840,PO-CORRUPT-649784,UPI CR-CLRT6497840-RAZORPAY-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT6497840,flagged,True,reference_corruption
TXN-10K-06073,Cleartrip Flights & Hotels,Travel,NEFT/RTGS,AXIS,Razorpay,583596.47,0.0,583596.47,583596.47,2026-08-26 22:27:00,2026-08-26 22:27:00,REF-CLRT2950343,PO-CLRT2950343,NEFT/RTGS CR-CLRT2950343-RAZORPAY-TREASURY SWEEP-Cleartrip Flights & Hotels,Corporate treasury gross settlement CLRT2950343,matched,False,matched_clean
TXN-10K-06074,Zerodha Securities Payout,FinTech,UPI,ICICI,Stripe,519.47,1.23,519.47,518.24,2026-08-05 01:11:00,2026-08-05 01:11:00,REF-ZRD1745516,PO-ZRD1745516,UPI CR-ZRD1745516-STRIPE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD1745516,matched,False,matched_clean
TXN-10K-06075,Infosys Contractor Payroll,Enterprise,UPI,SBI,Cashfree,8157.53,19.26,8157.53,8138.27,2026-08-20 04:05:00,2026-08-20 04:05:00,REF-INFY7295779,PO-INFY7295779,UPI CR-INFY7295779-CASHFREE-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY7295779,matched,False,matched_clean
TXN-10K-06076,Freshworks SaaS Cloud,SaaS,UPI,AXIS,Cashfree,8281.88,19.54,8281.88,6649.19,2026-08-13 12:14:00,2026-08-13 12:14:00,REF-FRSH3215070,PO-FRSH3215070,UPI CR-FRSH3215070-CASHFREE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH3215070,mismatched,True,amount_discrepancy
TXN-10K-06077,Nykaa Cosmetics D2C,D2C,Credit Card,ICICI,Cashfree,29045.91,531.27,29045.91,28514.64,2026-08-08 01:43:00,2026-08-08 01:43:00,REF-NYK5810351,PO-NYK5810351,CARD SETTLE-NYK5810351-CASHFREE-POS DISBURSE-Nykaa Cosmetics D2C,Card settlement net of gateway interchange NYK5810351,matched,False,matched_clean
TXN-10K-06078,Zomato Logistics Payouts,Logistics,UPI,AXIS,Cashfree,1730.72,4.08,1730.72,1726.64,2026-08-19 04:09:00,2026-08-19 04:09:00,REF-ZMT7851032,PO-ZMT7851032,UPI CR-ZMT7851032-CASHFREE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT7851032,matched,False,matched_clean
TXN-10K-06079,Postman API Cloud,SaaS,NetBanking,KOTAK,Stripe,38179.89,976.41,38179.89,37203.48,2026-08-31 08:00:00,2026-08-31 08:00:00,REF-POST4232534,PO-POST4232534,NB CR-POST4232534-STRIPE-DIRECT DISBURSE-Postman API Cloud,Internet banking settlement net of fee POST4232534,matched,False,matched_clean
TXN-10K-06080,Postman API Cloud,SaaS,UPI,AXIS,Razorpay,7957.45,18.77,7957.45,7938.68,2026-08-27 16:21:00,2026-08-27 16:21:00,REF-POST7037153,PO-POST7037153,UPI CR-POST7037153-RAZORPAY-COLLECTION-Postman API Cloud,UPI instant merchant payout batch POST7037153,matched,False,matched_clean
TXN-10K-06081,Nykaa Cosmetics D2C,D2C,UPI,HDFC,Razorpay,9917.03,23.4,9917.03,9893.63,2026-08-06 17:57:00,2026-08-06 17:57:00,REF-NYK6838731,PO-NYK6838731,UPI CR-NYK6838731-RAZORPAY-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK6838731,matched,False,matched_clean
TXN-10K-06082,Zomato Logistics Payouts,Logistics,UPI,SBI,Cashfree,262.13,0.61,262.13,261.52,2026-08-25 21:27:00,2026-08-25 21:27:00,REF-ZMT5556302,PO-ZMT5556302,UPI CR-ZMT5556302-CASHFREE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT5556302,matched,False,matched_clean
TXN-10K-06083,Infosys Contractor Payroll,Enterprise,Debit Card,HDFC,Cashfree,47218.17,1100.18,47218.17,46117.99,2026-08-19 17:44:00,2026-08-19 17:44:00,REF-INFY7053693,PO-INFY7053693,DEBIT CR-INFY7053693-CASHFREE-SETTLEMENT-Infosys Contractor Payroll,Debit collection clearance sweep INFY7053693,matched,False,matched_clean
TXN-10K-06084,Freshworks SaaS Cloud,SaaS,UPI,SBI,Cashfree,13957.18,32.93,13957.18,13924.25,2026-08-01 13:40:00,2026-08-01 13:40:00,REF-FRSH1630407,PO-FRSH1630407,UPI CR-FRSH1630407-CASHFREE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH1630407,matched,False,matched_clean
TXN-10K-06085,Zomato Logistics Payouts,Logistics,UPI,KOTAK,PayU,6862.8,16.2,6862.8,6846.6,2026-08-17 06:40:00,2026-08-17 06:40:00,REF-ZMT8206299,PO-ZMT8206299,UPI CR-ZMT8206299-PAYU-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT8206299,matched,False,matched_clean
TXN-10K-06086,Zerodha Securities Payout,FinTech,UPI,ICICI,Razorpay,13778.64,32.52,13778.64,13746.12,2026-08-01 10:09:00,2026-08-01 10:09:00,REF-ZRD5803337,PO-ZRD5803337,UPI CR-ZRD5803337-RAZORPAY-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD5803337,matched,False,matched_clean
TXN-10K-06087,Infosys Contractor Payroll,Enterprise,UPI,KOTAK,PayU,1350.78,3.19,1350.78,1347.59,2026-08-05 02:57:00,2026-08-05 02:57:00,REF-INFY5771673,PO-INFY5771673,UPI CR-INFY5771673-PAYU-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY5771673,matched,False,matched_clean
TXN-10K-06088,Nykaa Cosmetics D2C,D2C,UPI,SBI,Stripe,14133.71,33.36,14133.71,14100.35,2026-08-29 02:39:00,2026-08-29 02:39:00,REF-NYK7438547,PO-NYK7438547,UPI CR-NYK7438547-STRIPE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK7438547,matched,False,matched_clean
TXN-10K-06089,Cleartrip Flights & Hotels,Travel,NEFT/RTGS,ICICI,Razorpay,789858.32,0.0,789858.32,789858.32,2026-08-18 18:40:00,2026-08-18 18:40:00,REF-CLRT2587596,PO-CLRT2587596,NEFT/RTGS CR-CLRT2587596-RAZORPAY-TREASURY SWEEP-Cleartrip Flights & Hotels,Corporate treasury gross settlement CLRT2587596,matched,False,matched_clean
TXN-10K-06090,Dunzo Quick Commerce,E-Commerce,Credit Card,SBI,PayU,45521.15,1068.17,45521.15,44452.98,2026-08-11 06:09:00,2026-08-11 06:09:00,REF-DNZ4632352,PO-DNZ4632352,CARD SETTLE-DNZ4632352-PAYU-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ4632352,matched,False,matched_clean
TXN-10K-06091,Razorpay Capital Advances,Lending,Credit Card,KOTAK,Razorpay,1879.73,43.31,1879.73,1836.42,2026-08-25 17:34:00,2026-08-25 17:34:00,REF-RZPC9662938,PO-RZPC9662938,CARD SETTLE-RZPC9662938-RAZORPAY-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC9662938,matched,False,matched_clean
TXN-10K-06092,Zomato Logistics Payouts,Logistics,NEFT/RTGS,SBI,Stripe,777617.03,0.0,777617.03,777535.28,2026-08-22 11:49:00,2026-08-22 11:49:00,REF-ZMT8753058,PO-ZMT8753058,NEFT/RTGS CR-ZMT8753058-STRIPE-TREASURY SWEEP-Zomato Logistics Payouts,Corporate treasury gross settlement ZMT8753058,flagged,True,fee_deduction
TXN-10K-06093,Dunzo Quick Commerce,E-Commerce,Credit Card,SBI,PayU,4138.89,96.75,4138.89,4042.14,2026-09-03 15:40:00,2026-09-03 15:40:00,REF-DNZ1122261,PO-DNZ1122261,CARD SETTLE-DNZ1122261-PAYU-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ1122261,matched,False,matched_clean
TXN-10K-06094,Cleartrip Flights & Hotels,Travel,NetBanking,AXIS,Stripe,68340.13,1469.31,68340.13,66870.82,2026-08-15 03:38:00,2026-08-15 03:38:00,REF-CLRT3644409,PO-CLRT3644409,NB CR-CLRT3644409-STRIPE-DIRECT DISBURSE-Cleartrip Flights & Hotels,Internet banking settlement net of fee CLRT3644409,matched,False,matched_clean
TXN-10K-06095,Zomato Logistics Payouts,Logistics,UPI,KOTAK,Stripe,12312.31,29.05,12312.31,12283.26,2026-08-11 13:21:00,2026-08-11 13:21:00,REF-ZMT6658969,PO-ZMT6658969,UPI CR-ZMT6658969-STRIPE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT6658969,matched,False,matched_clean
TXN-10K-06096,Zomato Logistics Payouts,Logistics,Credit Card,SBI,Stripe,67724.33,1238.61,67724.33,66427.58,2026-08-09 16:54:00,2026-08-09 16:54:00,REF-ZMT1047648,PO-ZMT1047648,CARD SETTLE-ZMT1047648-STRIPE-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT1047648,flagged,True,fee_deduction
TXN-10K-06097,Razorpay Capital Advances,Lending,NEFT/RTGS,AXIS,Cashfree,1141416.81,0.0,1141416.81,1141416.81,2026-08-17 03:05:00,2026-08-17 03:05:00,REF-RZPC1942823,PO-RZPC1942823,NEFT/RTGS CR-RZPC1942823-CASHFREE-TREASURY SWEEP-Razorpay Capital Advances,Corporate treasury gross settlement RZPC1942823,matched,False,matched_clean
